No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source,SMILES_clean,PC1_acid_base_score,AcidBaseClass
,,CCCCCCc1ccc(C(=O)CF)cc1,,,,,,,,,,,,CCCCCCc1ccc(C(=O)CF)cc1,-0.05609077630929044,Neutral
,,CCOC(=O)c1c(-c2ccccc2Cl)[nH]c2cc(OC)ccc2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2Cl)[nH]c2cc(OC)ccc2c1=O,-0.021657743618841513,Neutral
,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCCN4CCN(C)CC4)CC[C@]3(C)CC[C@]12C,,,,,,,,,,,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCCN4CCN(C)CC4)CC[C@]3(C)CC[C@]12C,0.01950219366847367,Neutral
,,Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,,,,,,,,,,,,Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,0.030986565373582266,Neutral
,,COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1Cl,,,,,,,,,,,,COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1Cl,-0.03958575321130515,Neutral
,,Cc1[nH]c2ccccc2c(=O)c1Cc1ccccc1,,,,,,,,,,,,Cc1[nH]c2ccccc2c(=O)c1Cc1ccccc1,-0.0477999125170289,Neutral
,,CCCCC#Cc1c(C)[nH]c2ccc(F)cc2c1=O,,,,,,,,,,,,CCCCC#Cc1c(C)[nH]c2ccc(F)cc2c1=O,-0.050955763597347055,Neutral
,,Cc1[nH]c2ccc(Cl)c(Cl)c2c(=O)c1-c1ccccc1,,,,,,,,,,,,Cc1[nH]c2ccc(Cl)c(Cl)c2c(=O)c1-c1ccccc1,-0.045448338479329144,Neutral
,,COc1ccc2c(=O)c(Cc3ccccc3)c(C)n(C)c2c1,,,,,,,,,,,,COc1ccc2c(=O)c(Cc3ccccc3)c(C)n(C)c2c1,-0.03992783252053015,Neutral
,,Cc1[nH]c2ccccc2c(=O)c1/C=C/c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,Cc1[nH]c2ccccc2c(=O)c1/C=C/c1cccc([N+](=O)[O-])c1,-0.028990967313127447,Neutral
,,Cc1[nH]c2ccc(Cl)cc2c(=O)c1Br,,,,,,,,,,,,Cc1[nH]c2ccc(Cl)cc2c(=O)c1Br,-0.05691868025762299,Neutral
,,CCCCCS(=O)(=O)Nc1ccc(C(=O)CCN(C)C)cc1,,,,,,,,,,,,CCCCCS(=O)(=O)Nc1ccc(C(=O)CCN(C)C)cc1,-0.0239418107186632,Neutral
,,CCCCCCOc1ccc(C(=O)C(C)CN(C)C)cc1,,,,,,,,,,,,CCCCCCOc1ccc(C(=O)C(C)CN(C)C)cc1,-0.037166425980146266,Neutral
,,COc1ccc2c(c1)CCc1cnc(Nc3ccc(S(N)(=O)=O)cc3)nc1-2,,,,,,,,,,,,COc1ccc2c(c1)CCc1cnc(Nc3ccc(S(N)(=O)=O)cc3)nc1-2,-0.0016625118226474877,Neutral
,,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccc(NC(=O)Cc4ccccc4)cc2CC3)cc1,,,,,,,,,,,,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccc(NC(=O)Cc4ccccc4)cc2CC3)cc1,0.022298448261564904,Neutral
,,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Br)cc2-3)on1,,,,,,,,,,,,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Br)cc2-3)on1,-0.008543116959215578,Neutral
,,CCn1cnc(CN2CCN(c3cccn4cc(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c1C,,,,,,,,,,,,CCn1cnc(CN2CCN(c3cccn4cc(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c1C,-0.0026645153165273557,Neutral
,,CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5cn(C)cn5)ccc4o3)CC2)ccc1OC,,,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5cn(C)cn5)ccc4o3)CC2)ccc1OC,0.040678020862890685,Neutral
,,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cccc(OC)c2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cccc(OC)c2c1=O,-0.008394452989675028,Neutral
,,Cl.Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(Cl)c2cccnc12,,,,,,,,,,,,Cl.Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(Cl)c2cccnc12,0.03630329200428592,Neutral
,,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1,,,,,,,,,,,,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1,-0.012588512155749873,Neutral
,,C[C@H]1CC[C@H](NC(=O)c2cnc(N3CCC(CO)CC3)cn2)CC1,,,,,,,,,,,,C[C@H]1CC[C@H](NC(=O)c2cnc(N3CCC(CO)CC3)cn2)CC1,-0.016784631090409022,Neutral
,,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,,,,,,,,,,,,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,-0.013705035771876584,Neutral
,,COc1cc(Nc2c(C#N)cnc3cc(NCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,,,,,,,,,,,,COc1cc(Nc2c(C#N)cnc3cc(NCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.023272276909550547,Neutral
,,COc1cc(Nc2c(C#N)cnc3cc(NCCCN(C)C)c(OC)cc23)c(Cl)cc1Cl,,,,,,,,,,,,COc1cc(Nc2c(C#N)cnc3cc(NCCCN(C)C)c(OC)cc23)c(Cl)cc1Cl,0.01095135368893652,Neutral
,,CC(Cn1ncc2c(Nc3cccc(O)c3)nc(SCCN3CCOCC3)nc21)c1ccccc1.Cl,,,,,,,,,,,,CC(Cn1ncc2c(Nc3cccc(O)c3)nc(SCCN3CCOCC3)nc21)c1ccccc1.Cl,0.02978259675439943,Neutral
,,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(ncnc4-c4ccccn4)C3)c12,,,,,,,,,,,,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(ncnc4-c4ccccn4)C3)c12,0.03251033054568677,Neutral
,,Fc1cccnc1Nc1ncc(-c2cnc3ccc(N4CCNCC4)nn23)cn1,,,,,,,,,,,,Fc1cccnc1Nc1ncc(-c2cnc3ccc(N4CCNCC4)nn23)cn1,0.010395707536580794,Neutral
,,CN1CCN(CCNc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,,,,,,,,,,,,CN1CCN(CCNc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,0.02403136697391752,Neutral
,,CN1CCC(Oc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,,,,,,,,,,,,CN1CCC(Oc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,0.011409771563640423,Neutral
,,CN1CCC(Cc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,,,,,,,,,,,,CN1CCC(Cc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,0.007408556040385906,Neutral
,,CN1CCC(Nc2ccc3ncc(-c4ccc(Nc5ccccn5)c(F)c4)n3n2)CC1,,,,,,,,,,,,CN1CCC(Nc2ccc3ncc(-c4ccc(Nc5ccccn5)c(F)c4)n3n2)CC1,0.006331579037918111,Neutral
,,Cc1cc(C)c2cc(C(=O)NC3CCCCCCC3)[nH]c2c1,,,,,,,,,,,,Cc1cc(C)c2cc(C(=O)NC3CCCCCCC3)[nH]c2c1,-0.03783676803816676,Neutral
,,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC1,,,,,,,,,,,,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC1,-0.024668184890019526,Neutral
,,Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1,,,,,,,,,,,,Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1,-0.007700455865621457,Neutral
,,COc1ccc2c(=O)cc(-c3ccc4c(c3)OCO4)[nH]c2c1,,,,,,,,,,,,COc1ccc2c(=O)cc(-c3ccc4c(c3)OCO4)[nH]c2c1,-0.027834289681848368,Neutral
,,COc1ccc2c(=O)c(C(C)=O)c(-c3ccc4c(c3)OCO4)[nH]c2c1,,,,,,,,,,,,COc1ccc2c(=O)c(C(C)=O)c(-c3ccc4c(c3)OCO4)[nH]c2c1,-0.016889794035384254,Neutral
,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1Cl,,,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1Cl,-0.009885524261273098,Neutral
,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1OC,,,,,,,,,,,,CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1OC,-0.004006816428545284,Neutral
,,CCOC(=O)c1c(-c2cccs2)[nH]c2cc(OC)ccc2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2cccs2)[nH]c2cc(OC)ccc2c1=O,-0.021914829180067166,Neutral
,,CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cc(OC)ccc2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cc(OC)ccc2c1=O,-0.017722850952406416,Neutral
,,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,-0.021657743618841513,Neutral
,,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cccc(OC)c2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cccc(OC)c2c1=O,-0.015795158350817518,Neutral
,,CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cccc(OC)c2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cccc(OC)c2c1=O,-0.021657743618841513,Neutral
,,CCOC(=O)c1c(-c2ccccc2C)[nH]c2cccc(OC)c2c1=O,,,,,,,,,,,,CCOC(=O)c1c(-c2ccccc2C)[nH]c2cccc(OC)c2c1=O,-0.022789287344188825,Neutral
,,Cn1nc(C(F)(F)F)cc1-c1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCNC4=O)c32)nc1,,,,,,,,,,,,Cn1nc(C(F)(F)F)cc1-c1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCNC4=O)c32)nc1,0.043087057196856085,Neutral
,,CCCCNC(=O)Nc1ccc(C(=O)CCN(C)C)cc1,,,,,,,,,,,,CCCCNC(=O)Nc1ccc(C(=O)CCN(C)C)cc1,-0.029604060171337158,Neutral
,,Cc1ccc(C)c(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,,,,,,,,,,,,Cc1ccc(C)c(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,0.03151765086407534,Neutral
,,C[C@H](NC(=O)C(=O)NCc1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,,,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,0.03015275026304019,Neutral
,,CCCCC(NC(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2)C(=O)Nc1cccnc1,,,,,,,,,,,,CCCCC(NC(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2)C(=O)Nc1cccnc1,0.0006448168694744734,Neutral
,,CCCCNC(=O)C(CCCC)NC(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2,,,,,,,,,,,,CCCCNC(=O)C(CCCC)NC(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2,-0.006896554399434638,Neutral
,,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1c(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)c2ccccc2n(C)c1=O,,,,,,,,,,,,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1c(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)c2ccccc2n(C)c1=O,0.025878602103015336,Neutral
,,COc1cc(CN(C)C(=O)c2c(OCCCC3CCN(C(=O)OC4(C)CC4)CC3)c3cccnc3n(C)c2=O)cc(OC)c1,,,,,,,,,,,,COc1cc(CN(C)C(=O)c2c(OCCCC3CCN(C(=O)OC4(C)CC4)CC3)c3cccnc3n(C)c2=O)cc(OC)c1,0.03907231237499446,Neutral
,,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1c(OCCCC2CCN(C(=O)OC3(C)CC3)CC2)c2cccnc2n(C)c1=O,,,,,,,,,,,,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1c(OCCCC2CCN(C(=O)OC3(C)CC3)CC2)c2cccnc2n(C)c1=O,0.035216927171816646,Neutral
,,COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1F,,,,,,,,,,,,COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1F,0.002941438666822497,Neutral
,,CCNC(=O)C1=Cc2ccccc2S(=O)(=O)N1C,,,,,,,,,,,,CCNC(=O)C1=Cc2ccccc2S(=O)(=O)N1C,-0.04193907815975705,Neutral
,,CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cn2)CC1,,,,,,,,,,,,CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cn2)CC1,0.03169039312701824,Neutral
,,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCNCC2)ccc2[nH]ccc12,,,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCNCC2)ccc2[nH]ccc12,0.0033447182218192288,Neutral
,,CCN1CCC[C@H]1CNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,,,,,,,,,,,,CCN1CCC[C@H]1CNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,0.008569184168387636,Neutral
,,CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,,,,,,,,,,,,CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,0.0483887931501403,Neutral
,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1,,,,,,,,,,,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1,0.020934230700472012,Neutral
,,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cc(C)ccc2n1,,,,,,,,,,,,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cc(C)ccc2n1,0.0033989643780211972,Neutral
,,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2c(C)cccc2n1,,,,,,,,,,,,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2c(C)cccc2n1,0.0033989643780211972,Neutral
,,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2c(C)cccc2n1,,,,,,,,,,,,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2c(C)cccc2n1,0.004383581604693951,Neutral
,,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2c(C)cccc2n1,,,,,,,,,,,,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2c(C)cccc2n1,0.00877210513968853,Neutral
,,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCN[C@H](C)C3)nc2c1,,,,,,,,,,,,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCN[C@H](C)C3)nc2c1,0.01715854163846208,Neutral
,,CCOCC1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1,,,,,,,,,,,,CCOCC1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1,-0.017374016630761116,Neutral
,,CCC(C)NC(=O)c1nc(-c2cccs2)[nH]c(=O)c1O,,,,,,,,,,,,CCC(C)NC(=O)c1nc(-c2cccs2)[nH]c(=O)c1O,-0.019636625356249368,Neutral
,,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1CC34CCC3(CN(C(=O)N3CCOCC3)C4)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,,,,,,,,,,,,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1CC34CCC3(CN(C(=O)N3CCOCC3)C4)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,0.07025546448210518,Neutral
,,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2,,,,,,,,,,,,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2,0.05520888444364826,Neutral
,,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNc5c6c(nc7cc(Cl)ccc57)C[C@@H]5C=C(C)C[C@H]6C5)cc4)c3[C@@H](C1)C2,,,,,,,,,,,,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNc5c6c(nc7cc(Cl)ccc57)C[C@@H]5C=C(C)C[C@H]6C5)cc4)c3[C@@H](C1)C2,0.03816895510180102,Neutral
,,Cc1nccc(Nc2cc(NC3CCN(c4ccc(C#N)cc4)CC3)c(C(N)=O)cn2)n1,,,,,,,,,,,,Cc1nccc(Nc2cc(NC3CCN(c4ccc(C#N)cc4)CC3)c(C(N)=O)cn2)n1,0.019789618391354423,Neutral
,,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ccc(CNC4CCOCC4)cc3OC)c12,,,,,,,,,,,,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ccc(CNC4CCOCC4)cc3OC)c12,0.04270705227044925,Neutral
,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,,,,,,,,,,,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,0.06413342809152121,Neutral
,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,,,,,,,,,,,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,0.06721206806884747,Neutral
,,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,,,,,,,,,,,,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,-0.03821350051596721,Neutral
,,N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccccc2Cl)CC1,,,,,,,,,,,,N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccccc2Cl)CC1,-0.006593115896496818,Neutral
,,N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccc(C(F)(F)F)cc2)CC1,,,,,,,,,,,,N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccc(C(F)(F)F)cc2)CC1,-0.002658223230061722,Neutral
,,CC(C)(C)c1ccc(CNc2cc(Cl)cnc2C(=O)O)cc1,,,,,,,,,,,,CC(C)(C)c1ccc(CNc2cc(Cl)cnc2C(=O)O)cc1,-0.029498623415044986,Neutral
,,Fc1ccc(-c2nc(N3CCOCC3)sc2-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,,,,,,,,,,,,Fc1ccc(-c2nc(N3CCOCC3)sc2-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,0.02747599971399936,Neutral
,,O=C(NC1CC2CCC(C1)N2Cc1ccc2cc(F)ccc2c1)c1cc[n+]([O-])cc1C(=O)N1CCCCC1,,,,,,,,,,,,O=C(NC1CC2CCC(C1)N2Cc1ccc2cc(F)ccc2c1)c1cc[n+]([O-])cc1C(=O)N1CCCCC1,0.009436478911555768,Neutral
,,O=C(C=C1CCN(C(=O)c2ccccc2)CC1)N[C@@H]1CCN(Cc2ccc3cc(F)ccc3c2)C1,,,,,,,,,,,,O=C(C=C1CCN(C(=O)c2ccccc2)CC1)N[C@@H]1CCN(Cc2ccc3cc(F)ccc3c2)C1,-0.004865071171718312,Neutral
,,O=c1cc(-c2cccc3[nH]ccc23)c2ccccc2n1CC1CN2CCC1CC2,,,,,,,,,,,,O=c1cc(-c2cccc3[nH]ccc23)c2ccccc2n1CC1CN2CCC1CC2,-0.01106491674794685,Neutral
,,CCS(=O)(=O)N1CC[C@H](Nc2c(Br)cnc3[nH]c(-c4cc(C)n(-c5ccc(C(=O)N(C)CCN(C)C)cc5)c4C)nc23)C1,,,,,,,,,,,,CCS(=O)(=O)N1CC[C@H](Nc2c(Br)cnc3[nH]c(-c4cc(C)n(-c5ccc(C(=O)N(C)CCN(C)C)cc5)c4C)nc23)C1,0.044813218263572964,Neutral
,,CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,,,,,,,,,,,,CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,0.003300804596242909,Neutral
,,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,,,,,,,,,,,,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,0.03216285790802742,Neutral
,,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ncc(C4CCN(C(C)C)CC4)cc3OC)c12,,,,,,,,,,,,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ncc(C4CCN(C(C)C)CC4)cc3OC)c12,0.03869858032857243,Neutral
,,O=C(CCN1CCCC1)NN1c2ccccc2Sc2cc(Cl)ccc21,,,,,,,,,,,,O=C(CCN1CCCC1)NN1c2ccccc2Sc2cc(Cl)ccc21,-0.02158154279621918,Neutral
,,CN(C[C@H]1Cc2c(cccc2N2CCN(C3COC3)CC2)CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,CN(C[C@H]1Cc2c(cccc2N2CCN(C3COC3)CC2)CN1)[C@H]1CCCc2cccnc21,0.0026464540598515546,Neutral
,,CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@@H]3C2)CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@@H]3C2)CN1)[C@H]1CCCc2cccnc21,-0.0042049779285897185,Neutral
,,O=S(=O)(c1ccccc1)c1c[nH]c2c(C3CCN(CCCc4c[nH]c5ccc(Cl)cc45)CC3)cccc12,,,,,,,,,,,,O=S(=O)(c1ccccc1)c1c[nH]c2c(C3CCN(CCCc4c[nH]c5ccc(Cl)cc45)CC3)cccc12,0.01258169694023175,Neutral
,,Cc1c(OCc2ccccc2)cccc1N1CCN(CCCc2c[nH]c3ccc(C#N)cc23)CC1,,,,,,,,,,,,Cc1c(OCc2ccccc2)cccc1N1CCN(CCCc2c[nH]c3ccc(C#N)cc23)CC1,0.002899140162538076,Neutral
,,CCN(CC)CCNC(=O)c1oc2ccc(N(Cc3ccc(Br)cc3)S(=O)(=O)c3ccc(Br)cc3)cc2c1C,,,,,,,,,,,,CCN(CC)CCNC(=O)c1oc2ccc(N(Cc3ccc(Br)cc3)S(=O)(=O)c3ccc(Br)cc3)cc2c1C,0.024317600276080563,Neutral
,,COc1cccc(OC)c1-n1c(-c2ccc(F)cc2)nc(=O)c(C(=O)N2CC[C@H](c3ccccc3F)C2)c1O,,,,,,,,,,,,COc1cccc(OC)c1-n1c(-c2ccc(F)cc2)nc(=O)c(C(=O)N2CC[C@H](c3ccccc3F)C2)c1O,0.019338168429698058,Neutral
,,CCc1cccc(CC)c1-n1c(-c2ccn(C)n2)nc(=O)c(C(=O)N2CC[C@@H](c3ncc(Cl)cc3F)C2)c1O,,,,,,,,,,,,CCc1cccc(CC)c1-n1c(-c2ccn(C)n2)nc(=O)c(C(=O)N2CC[C@@H](c3ncc(Cl)cc3F)C2)c1O,0.024578040300642225,Neutral
,,O=S1(=N[C@H]2CC[C@@H](C(F)(F)F)CC2)CCCCC1,,,,,,,,,,,,O=S1(=N[C@H]2CC[C@@H](C(F)(F)F)CC2)CCCCC1,-0.052873605980678536,Neutral
,,Cn1c(C(=O)NC2(c3ccc([C@@H](O)c4cccnc4)cc3)COC2)cc2c(Cl)c(Cl)ccc21,,,,,,,,,,,,Cn1c(C(=O)NC2(c3ccc([C@@H](O)c4cccnc4)cc3)COC2)cc2c(Cl)c(Cl)ccc21,0.006408619770010293,Neutral
,,COc1cccc(CC(=O)Nc2nc3ccc(C(F)(F)F)cc3s2)c1,,,,,,,,,,,,COc1cccc(CC(=O)Nc2nc3ccc(C(F)(F)F)cc3s2)c1,-0.023410734095083992,Neutral
,,O=C(Cc1ccccc1)Nc1nc2ccc(C(F)(F)F)cc2s1,,,,,,,,,,,,O=C(Cc1ccccc1)Nc1nc2ccc(C(F)(F)F)cc2s1,-0.031916690188165,Neutral
